Species,Area, startbio, startbio,interbio[1], interbio[2], finalbio[1], finalbio[2],min(yr), max(yr), max(ct), ct[1], ct[nyr], length(r), exp(mean(log(r))),sd(log(r)), min(r), quantile005r,quantile025r, median(r), quantile075r,quantile095r, max(r), exp(mean(log(k))), sd(log(k)),min(k), quantile(k, quantile(k, mediank,quantilek75, quantilek95), maxk,expmeanlog(msy))), sd(log(msy)), min(msy),quantile05msy, quantilemsy25, median(msy),quantilemsy75, quantilemsyr95, max(msy)
Stromateidae,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,20545,0,3030,1359,0.751995961,0.1522419,0.532130177,0.586365545,0.667426693,0.746168718,0.849546181,0.964223673,0.999057525,28342.65026,0.082305072,23437.42023,24546.49836,26531.60284,28666.44599,30466.0361,31777.77911,32123.5376,5328.389631,0.080471945,4266.040376,4599.976282,5026.018635,5385.811566,5675.007018,5988.447702,6191.885975
Nemipterus japonicus,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,7912,0,5367,2251,0.782922392,0.147282586,0.53193013,0.602210141,0.707157988,0.79098376,0.880989414,0.97333053,0.999995409,29477.94924,0.124519869,21591.64679,23870.32041,26745.66327,29732.48888,32790.20928,35369.80286,35961.24175,5769.736632,0.083664235,4768.515446,5059.801978,5401.731896,5748.597917,6181.872825,6622.980604,6770.513431
Platycephalidae,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,5320,400,3192,1472,0.804273025,0.200904127,0.532107828,0.59442952,0.692004859,0.783631639,0.931863791,1.146106651,1.213678682,17525.99963,0.167363223,11946.57099,12944.42048,15506.35733,18032.7637,20226.66789,21946.85446,22302.63044,3523.922186,0.064226074,2947.01482,3130.800682,3365.312156,3551.831811,3714.270732,3847.308409,3902.386592
Chirocentrus nudus,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,8430,0,6940,2943,0.808058741,0.145787177,0.536689875,0.614630918,0.727397726,0.828511817,0.912048552,0.980464321,0.999746458,29867.95311,0.119434789,21460.26965,23937.20398,27476.51968,30418.54916,33051.29027,35029.83778,35541.68467,6033.765147,0.122735512,4763.440362,5081.517517,5460.546512,5937.640104,6601.110949,7536.017585,8010.868435
Scorpaenidae,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,8376,0,8376,2978,0.81856434,0.146253483,0.541509593,0.621231116,0.738853706,0.840212475,0.927563909,0.986964806,0.99999824,31155.52958,0.105858784,23170.5664,25571.52766,28914.94004,31731.51794,34113.35599,35696.03038,36084.49288,6375.701374,0.133145753,4877.368091,5261.70462,5746.972488,6255.655779,7014.729441,8155.765381,8952.595613
Brachydeuterus auritus,"Atlantic, Southeast",0.5,0.9,0,1,0.3,0.7,1950,2012,11869,0,6100,2837,0.801793132,0.153318207,0.536771512,0.602095033,0.720586538,0.821820091,0.913171429,0.98266229,0.999702281,25294.76509,0.067080271,20987.89833,22318.13256,24138.69793,25585.52304,26766.82479,27598.433,27786.62643,5070.292231,0.135065366,3720.696242,4006.481811,4610.115758,5100.854962,5602.260941,6310.769878,6856.519273
Clupeoidei,"Atlantic, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,5527,200,4952,2252,0.900698618,0.200054066,0.548031711,0.637055672,0.777231871,0.906860883,1.06168716,1.222170213,1.2817911,21830.75139,0.173278738,14195.26821,16184.36948,19162.0834,22107.09312,25254.56507,28125.24854,28857.66458,4915.731903,0.100330433,3930.401586,4210.530644,4525.359737,4887.432262,5332.362199,5819.442719,5947.918102
Clupeoidei,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,5541,0,5541,2948,0.807801015,0.147998694,0.536315799,0.61246956,0.72859776,0.826728536,0.913485731,0.98263416,0.999954008,19221.08376,0.121114016,13860.33787,15349.57997,17624.01743,19613.52443,21232.88782,22625.52625,22946.66044,3881.702744,0.123719721,3072.401874,3247.110111,3516.725462,3809.897293,4250.645541,4868.267436,5207.409988
Clupeoidei,Mediterranean and Black Sea,0.5,0.9,0,1,0.3,0.7,1950,2012,8575,300,8278,3206,0.938506181,0.212898249,0.514196385,0.625682237,0.810067518,0.974938975,1.121494929,1.232707759,1.29415075,24582.26769,0.109531382,18232.17293,19809.32821,22806.85063,25135.20344,26955.24561,28218.38691,28577.53114,5767.652543,0.177768556,3665.807919,4216.132688,5107.66753,5809.37705,6553.4611,7697.862353,8713.984388
Anodontostoma chacunda,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,8251,0.1,8251,3295,0.792877579,0.164150035,0.508237462,0.583916227,0.706573395,0.816079102,0.910905961,0.983045954,0.999992478,26298.78598,0.109904412,19309.74088,21230.7546,24406.93986,26807.44767,28822.24446,30342.19744,30682.4701,5212.92944,0.144137113,3867.018404,4191.719513,4674.1575,5137.882794,5771.195753,6732.431693,7648.147325
Nemipteridae,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,7608,0,6936,2927,0.816262478,0.141777727,0.54852643,0.624541119,0.737316965,0.835950722,0.919791799,0.981598087,0.99975431,26112.98673,0.106068815,19536.1786,21394.0451,24273.75979,26640.46724,28573.93063,29981.22907,30364.63941,5328.762812,0.12823954,4153.125418,4424.469594,4814.02971,5233.227017,5840.016108,6745.667822,7372.013702
Anodontostoma chacunda,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,13733,0.1,13733,2807,0.825667078,0.140900538,0.556895827,0.631105117,0.748963905,0.849452657,0.929343029,0.985374964,0.999988738,39520.25212,0.08911087,30607.14258,33348.57216,37191.05039,40196.00633,42570.76154,44333.95668,44747.60342,8157.642776,0.125258098,6172.623444,6672.420499,7465.15404,8073.79535,8955.894085,10148.78122,11037.93425
Dussumieria acuta,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,5882,0.1,3708,1062,0.724078178,0.154673214,0.541987438,0.581027311,0.638045973,0.706252566,0.814695574,0.948136296,1.005112828,23728.77712,0.141294542,17232.42144,18407.67738,21265.67598,24436.91826,26776.15055,28706.44243,29114.91293,4295.372424,0.036531354,3923.634524,4039.168043,4176.023286,4305.357653,4424.949768,4535.333476,4606.277807
Drepane africana,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,11328,0,4198,1105,0.738799552,0.155223951,0.541519774,0.582225605,0.651111636,0.731464458,0.836555346,0.959452309,0.9998673,24456.04701,0.099316468,19543.24064,20624.34933,22534.75527,24669.32666,26606.7901,28136.96378,28494.138,4517.029145,0.065042709,3840.721335,4019.490803,4320.490902,4543.398693,4751.952533,4979.770771,5141.61048
Scorpaenidae,Mediterranean and Black Sea,0.5,0.9,0,1,0.3,0.7,1950,2012,4197,300,3443,2261,1.026531985,0.285901579,0.552790674,0.656853092,0.816733168,1.016178471,1.299542192,1.636372865,1.790374096,14626.111,0.249001428,8629.886013,9475.913521,11884.19804,15045.58592,18213.71066,20677.94211,21244.38152,3753.542689,0.095723779,2909.584536,3168.096204,3502.409125,3772.661161,4062.67736,4331.783321,4439.55064
Clupeoidei,"Pacific, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,21767,0,2708,621,0.710614942,0.150228367,0.5451415,0.577420273,0.628988113,0.693592917,0.787001769,0.927117793,0.999861959,42560.72689,0.059412304,37047.43932,38166.55901,40899.39026,42978.87353,44757.98015,46005.02593,46295.61923,7561.072116,0.09241529,6300.56419,6595.420581,7073.672881,7481.155267,8070.832272,8873.151014,9337.866022
Mullus surmuletus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,7551,900,2872,369,0.784618662,0.27710961,0.523459887,0.564346387,0.625520547,0.744641719,0.938043799,1.376474843,1.678449556,23805.92463,0.217447531,12964.96192,15294.16694,20856.38985,25204.57315,28563.01165,30708.83756,31215.13921,4669.643184,0.06277563,4082.029862,4232.331115,4468.78175,4637.483603,4870.598351,5260.545443,5440.258643
Decapterus macrosoma,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,50719,0,10543,1661,0.785350025,0.142392285,0.549886017,0.612181413,0.705970602,0.789513983,0.885881675,0.971766318,0.999829288,88650.17456,0.049505422,78199.15839,81081.8281,85452.44648,89218.48961,92619.11554,94758.96446,95259.17264,17405.3542,0.105449721,13095.42175,14366.5498,16075.65323,17663.28104,18999.42469,20094.34489,21070.19114
Urophycis brasiliensis,"Atlantic, Southwest",0.5,0.9,0,1,0.3,0.7,1950,2012,8976,0,6732,2543,0.793847252,0.144031925,0.543744666,0.615944961,0.710484641,0.807701595,0.89587893,0.977087434,0.999851477,32604.11276,0.115272973,23828.04436,26467.69853,30038.99376,33053.70786,35935.117,38290.73484,38794.56898,6470.671329,0.1016092,5257.593843,5559.266829,5971.535086,6401.095665,7008.339355,7725.81672,7931.934659
Opisthonema oglinum,"Atlantic, Southwest",0.5,0.9,0,1,0.3,0.7,1950,2012,13252,0,9390,2843,0.800841058,0.144783298,0.545488307,0.61550545,0.721721252,0.81465827,0.903571032,0.983325151,0.999968487,43258.66255,0.114627169,31890.22613,35200.0601,39746.06848,43889.65469,47571.94545,50809.52299,51589.29575,8660.828274,0.106459703,6986.438328,7398.188812,7940.205334,8584.075147,9393.568511,10420.8915,10844.06511
Triglidae,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,10292,200,1647,403,0.86371266,0.312616035,0.533757025,0.566780467,0.653412642,0.821754806,1.122296457,1.499430061,1.683825449,16481.35902,0.21055069,11404.95977,11839.42557,13574.78248,16698.08595,19924.48563,22543.8086,23262.65974,3558.789611,0.107009181,3059.433259,3147.582654,3282.748793,3432.031374,3787.817308,4438.366364,4835.290583
Boops boops,"Atlantic, Northeast",0.5,0.9,0,1,0.3,0.7,1950,2012,14101,3100,14101,2851,0.867758251,0.182861052,0.516249998,0.609726654,0.762873038,0.898300562,1.008940392,1.097111112,1.146220189,27265.43266,0.062600844,22843.90492,24211.24973,26082.49583,27625.66393,28736.96466,29525.38556,29726.77587,5914.951038,0.155276378,3835.618403,4418.787556,5318.98716,6075.681646,6657.85839,7369.060048,8032.886505
Isacia conceptionis,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,9000,600,2430,191,0.712981308,0.22224988,0.530519307,0.558142968,0.596539194,0.669965211,0.811728667,1.100477636,1.559539252,22787.14048,0.146343618,13673.88372,17090.64849,20937.77828,23829.50954,25803.7478,26887.47313,27176.11061,4061.701306,0.076962774,3572.441767,3680.059538,3837.731907,3992.378811,4259.553119,4700.930842,5331.239598
Pellona ditchela,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,8700,0,5791,1415,0.755319827,0.151923085,0.551815824,0.592180104,0.667635784,0.751868967,0.85135471,0.967764621,0.999985461,33670.74267,0.131377116,25152.91577,26910.59924,30363.95887,33967.32992,37749.02715,40627.35346,41429.72794,6358.044882,0.051029707,5606.092556,5825.874593,6112.385964,6382.676469,6638.528981,6862.053162,6975.576235
Macrodon ancylodon,"Atlantic, Southwest",0.5,0.9,0,1,0.3,0.7,1950,2012,14685,0,9991,2891,0.805575676,0.148642819,0.535660074,0.612245481,0.724515331,0.824805932,0.913858978,0.982663458,0.999833989,48070.13935,0.09879685,36840.37937,40000.2052,44804.75875,48840.45349,52263.12848,54887.61148,55538.17531,9681.033755,0.123062359,7401.733908,8011.885459,8805.655991,9593.780625,10591.80274,12003.91114,12614.31506
Lactarius lactarius,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,26451,500,21121,3050,1.058685992,0.236089628,0.54775487,0.685293935,0.900656661,1.094969831,1.275165636,1.465107499,1.581602788,76166.27717,0.146406717,50407.06006,58405.43543,68526.78937,77404.29001,86503.37051,92838.88123,94566.3936,20159.04268,0.162126718,12931.28455,15102.28186,18083.04413,20255.13561,22804.77306,26038.65873,27466.79009
Brama australis,"Pacific, Southeast",0.5,0.9,0,1,0.3,0.7,1950,2012,28839,0,23214,2714,0.814459178,0.147521814,0.538063942,0.613078402,0.737687381,0.839361571,0.918918905,0.983267355,1.000001959,78099.45254,0.077439343,63252.28108,67466.7416,74016.26201,79047.50997,83509.48714,86354.41828,87021.27276,15902.20399,0.126237136,11682.22925,12859.17164,14553.28637,15877.97603,17403.32716,19726.83032,21605.25826
Lactarius lactarius,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,11735,0,8383,3064,0.804527061,0.152781982,0.51860425,0.603343225,0.728246098,0.827665252,0.914051367,0.980750282,0.999953696,39983.60005,0.096203709,30511.30429,33263.43102,37405.97798,40625.83941,43280.96285,45369.81678,45923.32689,8041.97206,0.129173896,5947.708603,6551.943329,7324.515659,7962.050418,8820.103102,10080.5407,10871.2553
Selar crumenophthalmus,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,28566,0,24659,3155,0.803022408,0.158956309,0.515529078,0.593484556,0.718143122,0.827509746,0.918701989,0.982038157,0.999753666,101171.3697,0.094421836,77627.29183,84675.25387,94787.79039,102911.1886,109533.9239,114437.0943,115512.9066,20310.71923,0.137577089,14825.51451,16316.6975,18345.70073,20102.63758,22341.27159,25927.29572,28594.30169
Soleidae,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,15969,0,8273,267,0.637705353,0.133747484,0.53727058,0.550705468,0.574615584,0.61504094,0.685685768,0.83192898,0.988372085,50838.9313,0.091660816,37640.7864,42320.29832,48274.65375,52430.40182,54723.50574,56052.05881,56391.23791,8105.064654,0.04364501,7542.865397,7629.58141,7839.616025,8057.896299,8298.931258,8803.663154,9300.775637
Pellona ditchela,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,13131,0,9016,2097,0.767311039,0.148974351,0.53293115,0.593558149,0.687660887,0.767641303,0.864708695,0.969687133,0.999964028,46700.40508,0.122619645,34922.7844,37647.14074,42464.82557,47118.76216,51876.26794,55605.79745,56551.98174,8958.434092,0.076027651,7510.618049,7899.987505,8446.892547,8938.01516,9527.084387,10139.91215,10337.99744
Sillaginidae,"Indian Ocean, Eastern",0.5,0.9,0,1,0.01,0.4,1950,2012,13532,800,3630,119,0.723141308,0.212784359,0.550039492,0.567461612,0.610710003,0.682720755,0.816163404,1.085031793,1.203430407,45374.9301,0.151989603,31251.15097,33806.18626,41787.20972,47525.31243,51232.20485,53833.23729,54239.56637,8203.121578,0.061322273,7449.653586,7580.319455,7814.275154,8105.768262,8505.70847,9169.546062,9402.146331
Caesionidae,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,20338,0.1,13576,3456,1.018023831,0.254061378,0.534118569,0.646811262,0.843651083,1.047681463,1.236519529,1.511676052,1.666486582,48576.88716,0.170750602,30008.61149,35684.65604,42691.85084,49963.44421,56204.68492,61189.72918,62388.44356,12363.10719,0.184178456,8318.926675,9179.714906,10794.77112,12306.80069,14244.57962,16888.40511,18441.07338
Konosirus punctatus,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,23707,0,6260,97,0.616187664,0.141012931,0.526901821,0.534435901,0.550535595,0.584842909,0.648679022,0.797807351,0.949510204,80807.73974,0.093646914,60331.92034,68065.02771,78238.07038,83850.65943,86959.99428,88846.85043,89194.29436,12448.18309,0.047516561,11726.74986,11827.48004,11991.17111,12256.42152,12702.63948,13575.69058,14321.44349
Cynoglossidae,"Indian Ocean, Eastern",0.5,0.9,0,1,0.01,0.4,1950,2012,13694,0,3312,67,0.674006143,0.155168836,0.550080455,0.560166914,0.586462534,0.663397645,0.752141802,0.877098668,0.996426465,50742.58144,0.115098849,37719.67521,41675.04323,46812.3501,51389.38653,56269.24937,58064.61214,58515.96954,8550.202899,0.04022223,8047.122784,8121.470851,8257.3927,8518.298027,8808.847505,9138.240204,9396.220662
Cynoglossidae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,9084,0.1,5709,408,0.668513135,0.135042403,0.549566635,0.565476387,0.596463432,0.651447248,0.732945915,0.86742771,0.949654357,38523.29063,0.121628175,28052.09251,30421.23564,35383.13195,39466.91717,42745.41323,44763.04105,45318.17308,6438.331448,0.016537823,6195.908863,6260.151088,6358.427413,6447.167244,6514.91473,6608.853766,6678.352766
Exocoetidae,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,11847,0.1,7742,2010,0.799637446,0.156592649,0.545115056,0.612343715,0.714473458,0.800300484,0.912733616,1.016459281,1.185568251,40775.93935,0.137831037,28455.93139,32209.83361,36564.59041,41031.57459,46029.70119,49669.86178,50698.74879,8151.491998,0.076104822,6895.142969,7216.908439,7663.857394,8138.195018,8678.275303,9212.516729,9395.691078
Gobiidae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,12791,0,10888,2356,0.793686875,0.140286869,0.553093144,0.618402288,0.718624322,0.800324701,0.887662325,0.978822843,0.999975019,57405.26884,0.116789305,42147.15601,46684.81194,52622.1077,57973.67991,63309.15712,68032.98542,69174.25757,11390.45211,0.086989726,9494.165896,9978.184377,10611.55452,11300.34831,12212.12205,13176.16975,13477.40032
Sprattus fuegensis,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,52602,0,23797,1379,0.751411272,0.148225161,0.538652355,0.590762561,0.670342065,0.746385002,0.846939424,0.961082916,1.000000938,145858.6126,0.070447047,122755.1495,128832.0536,138111.0395,147643.6279,154933.4121,160417.2003,161731.776,27399.95141,0.087668932,21638.31011,23309.59254,25790.00652,27675.63336,29338.80614,31086.45241,32283.15929
Mullus surmuletus,Mediterranean and Black Sea,0.5,0.9,0,1,0.3,0.7,1950,2012,10780,100,8634,2142,0.909379397,0.218108711,0.548349738,0.634141396,0.774313784,0.906440254,1.08599245,1.296945676,1.351317033,41088.37796,0.185514402,26111.67135,29631.26657,35646.6254,41884.70755,48350.0813,53311.3424,54857.17866,9341.231091,0.098319653,7450.531712,7926.686461,8680.557603,9340.248409,10125.31701,10907.07659,11167.5256
Lactarius lactarius,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,12146,0,7375,2465,0.771348273,0.152099642,0.529332845,0.594085529,0.687000531,0.774661606,0.872059616,0.973334953,0.999578292,40531.30189,0.124191346,29581.01415,32660.8958,36808.99462,40996.53092,45027.69084,48444.32581,49228.13282,7815.93743,0.087127264,6480.649163,6824.505218,7292.738402,7790.150219,8400.313495,9033.996915,9248.794153
Decapterus spp,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,15293,600,8066,847,0.838839441,0.239705028,0.543200194,0.601738028,0.692811261,0.812599421,0.987171939,1.301311359,1.689935117,51682.83188,0.198361497,28749.2859,35665.74843,45174.18019,53854.67519,61238.73835,65815.63906,67133.29599,10838.39945,0.061015847,9102.595112,9679.49161,10380.2987,10949.15894,11409.50157,11708.99307,12217.74111
Clupeoidei,"Atlantic, Southwest",0.5,0.9,0,1,0.3,0.7,1950,2012,26978,0,18808,2369,0.760086383,0.159160009,0.508649867,0.578153015,0.676320765,0.762975278,0.862610523,0.971158278,1.000000247,97124.81051,0.129342853,70377.98345,77794.334,87869.2351,98272.73945,108708.2047,116620.7482,118951.4556,18455.81148,0.084938859,15073.1755,16087.96924,17277.26405,18413.7159,19782.29958,21092.16217,21603.53323
Patagonotothen ramsayi,"Atlantic, Southwest",0.5,0.9,0,1,0.01,0.4,1950,2012,60818,0,30143,1702,0.778519366,0.142360768,0.551735171,0.612165931,0.700589787,0.779215172,0.871502313,0.976149471,0.99957335,128914.3844,0.072936267,107604.7629,113343.006,121483.5927,130019.0754,137331.2835,142569.268,144028.6946,25090.58621,0.085060116,19792.39207,21452.57269,23715.69504,25369.48338,26825.59153,28307.23176,29313.98825
Atherinidae,"Pacific, Southeast",0.5,0.9,0,1,0.3,0.7,1950,2012,14867,200,13810,2766,0.831920914,0.164781059,0.532848214,0.611533783,0.74402623,0.851473431,0.95385748,1.048869572,1.076095167,54572.25779,0.133104157,38082.9703,42710.43252,49658.8294,55473.61291,60743.42572,65609.98522,67000.99119,11349.95065,0.116832499,8914.728852,9505.664258,10335.88272,11255.13528,12423.68661,13900.06319,14504.75332
Acanthuridae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,13400,0,8097,2450,0.794194316,0.142884373,0.552099915,0.617551452,0.714674393,0.804164012,0.893449116,0.974593736,1.000002717,38010.89063,0.124833187,27328.23872,30380.63537,34623.13244,38538.29096,42224.06268,45312.44008,46271.86414,7547.008317,0.092139925,6351.25766,6600.979879,6977.431867,7473.681986,8120.642117,8837.239538,9124.335298
Mullus barbatus,Mediterranean and Black Sea,0.5,0.9,0,1,0.3,0.7,1950,2012,17709,0,15671,2744,0.806212171,0.146949948,0.547126991,0.614615498,0.727989698,0.819143021,0.907678574,0.993746857,1.049350145,73435.88454,0.111306319,54416.2405,59664.08879,67915.28932,74647.92654,80382.3817,85522.96226,86821.431,14801.22598,0.10618186,11743.2324,12564.52133,13634.72535,14701.53563,16100.0975,17701.24403,18282.14795
Ilisha africana,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,16335,0,14264,2882,0.810993852,0.142854735,0.542803686,0.620291842,0.733470275,0.83022648,0.912121873,0.981330378,0.999928458,66280.22456,0.108988071,48895.59487,54298.88226,61516.42872,67379.07391,72493.33201,76920.33026,77946.29551,13438.21366,0.116259774,10555.96308,11316.04296,12261.39134,13265.45216,14716.51305,16500.32948,17211.55727
Capros aper,"Atlantic, Northeast",0.5,0.9,0,1,0.3,0.7,1950,2012,137676,0,80719,2558,0.820526917,0.141623084,0.551547802,0.626508371,0.744334521,0.84225616,0.925170206,0.985717521,0.999908368,295611.9035,0.068746238,243992.6347,259480.8022,281139.2575,300179.7349,313641.2492,322507.4546,324643.1746,60639.38098,0.121282519,44764.05736,49302.66771,55850.43352,60691.31595,65980.1946,74342.18643,80842.20359
Cephalopholis boenak,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,21111,200,14578,913,0.873889678,0.265386315,0.545136585,0.5991829,0.708710207,0.842135818,1.072637396,1.43017864,1.672132073,73273.66556,0.224152644,41760.01679,48157.77131,61748.92076,76190.79144,88665.02319,98438.78817,100855.3917,16008.27501,0.05744224,13662.54162,14366.74822,15389.26848,16151.76428,16747.72879,17311.82188,17573.85005
Opisthonema oglinum,"Atlantic, Western Central",0.5,0.9,0,1,0.01,0.4,1950,2012,19300,100,2797,140,0.634600795,0.164203044,0.509618685,0.519539482,0.559844929,0.611655635,0.697992342,0.870778005,0.990847652,59548.75315,0.118023889,43228.53194,47428.30247,55604.82466,61145.38122,65292.59291,68822.84,69229.43791,9447.421523,0.046381904,8818.129742,8898.321075,9112.194334,9363.89144,9702.347725,10326.29404,10708.22234
Clupanodon thrissa,"Pacific, Northwest",0.5,0.9,0,1,0.3,0.7,1950,2012,16150,500,12856,1739,0.947081858,0.266536547,0.534795744,0.618893752,0.75967556,0.939323356,1.197977479,1.424880388,1.501114047,49541.77796,0.223903298,30312.80576,34544.93978,41286.45396,49905.94553,60029.77684,69501.10976,71614.63996,11730.02978,0.086556587,9551.747056,10192.66452,11006.59992,11716.30335,12537.99594,13483.58072,14278.29693
Pseudotolithus elongatus,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,22712,0,19635,2453,0.791912,0.144285162,0.539759046,0.608661083,0.716464267,0.801987495,0.892743202,0.975665333,0.999867436,100423.9182,0.117662091,73611.08431,80980.59701,92265.06394,101609.1518,111101.785,118293.0521,119923.4287,19881.72647,0.099352599,16082.11836,17077.21402,18353.48675,19711.89856,21544.31967,23499.37932,24184.29104
Mene maculata,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,17633,0,16352,2753,0.79388204,0.14761551,0.539151205,0.606821708,0.713855673,0.808673402,0.894760714,0.978885508,0.999792625,81305.14234,0.123503807,59225.57978,65210.57091,74266.71674,82605.64024,90378.57264,96384.49725,97888.39029,16136.67308,0.103089067,13176.35614,13837.26103,14854.05933,15950.1155,17506.65452,19336.50231,19914.68819
Sardinella aurita,Mediterranean and Black Sea,0.5,0.9,0,1,0.01,0.4,1950,2012,20516,2100,7108,418,0.829328356,0.29643595,0.536193844,0.573346782,0.648678037,0.759519209,1.015916813,1.473205367,1.689344935,52417.06938,0.228040566,30013.67218,33679.56263,44638.18185,55743.78322,63629.30509,69595.18239,70519.69149,10867.7405,0.070644821,9450.726379,9789.399898,10322.56044,10743.82049,11432.82378,12384.44813,12742.00543
Labridae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,21466,200,17009,2383,0.79160308,0.147239646,0.550851355,0.612952557,0.710736937,0.799486198,0.897025016,0.983636124,1.008092114,82722.99153,0.12312261,60694.969,66564.41922,75578.74517,83488.42193,91970.55818,98474.41894,100314.1832,16370.94371,0.089955971,13689.86546,14281.52934,15223.09627,16284.05615,17587.48266,19072.35188,19617.12664
Sardinops caeruleus,"Pacific, Northeast",0.5,0.9,0,1,0.3,0.7,1950,2012,76880,0,76880,3132,0.813763041,0.149115614,0.531771128,0.615136397,0.729721566,0.836225349,0.924185741,0.985468824,0.99999698,202358.2575,0.113129377,146612.9186,163496.6061,186962.3954,205806.3919,222588.4464,235346.379,237874.6606,41167.91774,0.135377372,31620.21836,33964.07887,36993.18003,40389.53512,45447.70462,52819.34998,59108.49744
Micromesistius australis,"Pacific, Southeast",0.5,0.9,0,1,0.3,0.7,1950,2012,31470,0,16675,1094,0.743177583,0.144001502,0.546342067,0.596795542,0.664534514,0.731264585,0.831136619,0.958390793,0.999770475,128913.9884,0.133186177,95155.8612,101948.3845,116819.9135,131073.2079,143756.9015,156126.2079,158921.7052,23951.49657,0.038910245,21574.66486,22396.76226,23333.12773,23959.38759,24707.42267,25411.81003,25882.00018
Synodontidae,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,26493,400,15909,331,0.63431668,0.122930618,0.532898381,0.548777188,0.576332337,0.611763371,0.684430925,0.804966261,0.978122175,106437.5686,0.09682673,75733.7723,88112.44532,100422.9984,109826.5387,115049.2092,118853.8792,119552.1454,16878.78127,0.028568336,15895.52299,16120.6381,16554.78609,16867.73878,17172.99813,17731.88713,18519.22053
Umbrina canosai,"Atlantic, Southwest",0.5,0.9,0,1,0.3,0.7,1950,2012,20868,3000,18639,2113,0.936299872,0.24584109,0.54318051,0.625717122,0.774449716,0.93245459,1.144583391,1.375595683,1.460581963,75601.95993,0.20371771,47113.0266,53537.88791,64371.26592,76461.76514,90119.61357,101764.7205,104871.3336,17696.52636,0.101590887,14014.38392,14930.55601,16350.91706,17761.7688,19208.38369,20728.92797,21331.50778
Cynoglossidae,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,20254,2100,20254,3572,1.107516585,0.292273257,0.542789346,0.669161104,0.893400815,1.131674563,1.407894053,1.698142957,1.797681745,61312.70448,0.231003473,36656.9132,40891.55992,51532.31852,61888.62847,74326.13574,86837.63041,90087.54826,16976.20928,0.150512639,12153.65343,13305.66642,15070.22202,16876.06538,19174.78029,21618.74792,23371.40561
Sillaginidae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,27361,100,18072,1506,0.794808353,0.216282945,0.509429102,0.571639437,0.669380082,0.774649072,0.947406061,1.147013287,1.218335248,108301.5714,0.187289472,71488.63514,77886.59276,93263.03651,111318.9237,127455.7558,139104.5633,141838.3314,21519.74841,0.064535636,18004.79271,19109.41806,20576.86776,21656.96846,22659.775,23580.67539,24111.80837
